Glottocode;ISO639P3code
mail1248;mgu
;qij
nucl1594;zrs
mais1250;mbq
mait1250;mai
maiw1251;mti
maiw1251;mti
maiw1251;mti
maiw1251;mti
maiw1251;mti
maiw1251;mti
maib1239;ayz
dizi1235;mdx
makc1235;mkg
maka1304;mcp
maka1304;mcp
maak1236;mew
maka1318;myh
mpad1242;mpi
maka1316;mkz
maka1311;mak
maka1311;mak
maka1315;aup
makh1261;mgh
makl1246;mgf
sima1258;sie
mako1251;kde
mako1251;kde
mako1251;kde
mako1251;kde
maku1246;xak
maku1278;mpu
macu1259;mbc
makh1264;vmw
makh1264;vmw
makh1264;vmw
makh1264;vmw
makn1235;pbl
mall1246;mlf
plat1254;plt
anta1255;xmv
anta1255;xmv
anta1255;xmv
tesa1236;tkg
sout2920;bzc
anta1255;xmv
bara1369;bhr
bara1369;bhr
nort2890;bmm
plat1254;plt
tand1256;tdx
masi1268;msh
plat1254;plt
nort2890;bmm
plat1254;plt
plat1254;plt
plat1254;plt
saka1291;skg
saka1291;skg
saka1291;skg
saka1291;skg
saka1291;skg
saka1291;skg
saka1291;skg
plat1254;plt
sout2920;bzc
sout2920;bzc
sout2920;bzc
sout2920;bzc
sout2920;bzc
plat1254;plt
tand1256;tdx
tand1256;tdx
tand1256;tdx
tand1256;tdx
tano1246;txy
tsim1257;xmw
tsim1257;xmw
saka1291;skg
tesa1236;tkg
tali1259;tlr
engg1245;eno
java1254;jav
mala1484;mln
west2600;mqs
mala1495;mkr
mala1487;mqz
mala1475;swk
mala1479;zlm
mala1464;mal
mala1464;mal
mala1464;mal
baba1267;mbf
patt1249;mfa
dhiv1236;div
male1289;mgl
male1289;mgl
male1284;mdy
male1291;mdc
malf1237;mlx
malg1250;mxf
wand1278;mfi
mali1284;gcc
male1282;pkt
mali1279;mgq
west2500;mlq
west2500;mlq
nort2646;pbu
tial1239;mnl
malo1245;mbk
malt1254;mlt
malt1254;mlt
saur1249;mjt
malu1245;mll
malu1245;mll
west2763;amw
malv1243;mup
maly1234;yga
malp1246;mkb
mama1272;mma
mama1277;mhf
mama1278;wmd
mama1275;mmn
mama1271;myk
mamb1306;mgm
mamb1294;mcs
bina1277;bhg
aral1243;atq
nige1255;mzk
came1252;mcu
mamb1305;mvd
mamb1296;mgr
mamb1296;mgr
mamb1296;mgr
mamp1244;maw
mamu1255;mqx
mamv1243;mdi
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
mamm1241;mam
tekt1235;ttc
mamm1241;mam
mamm1241;mam
mamm1241;mam
mala1481;xmm
mana1295;mva
mana1298;mle
mana1298;mle
mana1288;nmm
manc1252;mnc
manc1252;mnc
manc1252;mnc
manc1252;mnc
mand1416;zma
mand1448;mht
mand1446;mhq
mand1442;mdr
mand1440;tbf
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
xian1251;hsn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
mand1415;cmn
kara1489;mry
kara1489;mry
kala1388;kqe
mand1423;mgs
mand1413;mha
mand1409;mjl
mand1443;mqr
mand1436;mnk
mand1436;mnk
mand1436;mnk
mand1436;mnk
mand1436;mnk
noma1260;lem
wiar1238;tua
mand1445;bwp
baka1273;bqz
mane1266;jet
mang1378;zng
mang1404;mmo
mbul1263;mna
mang1381;mpc
mang1416;zns
mang1387;myj
mang1399;kby
mang1394;mdj
mang1394;mdj
mang1396;mdk
mang1382;zme
gupa1247;guf
mang1405;mqy
mang1398;mge
tain1252;tdd
moni1237;mom
cama1250;abd
raka1237;rkh
east2426;emk
kita1249;mwk
east2426;emk
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mand1419;mfv
mank1251;knf
mank1251;knf
mank1251;knf
mank1251;knf
mank1251;knf
mank1251;knf
ngem1255;nge
mann1248;mev
atam1240;atd
diba1242;mbd
ilia1236;mbi
cota1241;mta
sara1327;mbs
mati1250;mbt
west2555;mbb
mano1275;woo
mann1248;mev
mann1248;mev
mans1262;msk
mans1262;msk
nort2662;hno
mans1258;mns
mans1259;msw
ahte1237;aht
ruka1240;dru
ruka1240;dru
mart1256;mpj
manx1243;glv
manz1243;mzv
manz1243;mzv
manz1243;mzv
manz1243;mzv
maon1241;mmd
maor1244;swb
maor1246;mri
mape1249;mlh
mape1249;mlh
mapi1252;mpw
mapi1252;mpw
mapo1242;bzh
mapo1246;mcg
ambu1247;abt
mapu1245;arn
mapu1245;arn
mapu1245;arn
mapu1244;sjm
maqu1238;mch
amdo1237;adx
mara1385;mec
sout2991;quh
mara1399;mrs
sout2877;mcy
mari1417;zmm
mara1404;mrw
mara1386;zmr
gupa1247;guf
mara1396;mgb
mara1378;mar
mara1378;mar
area1240;alu
marb1239;mpg
nort2646;pbu
mari1419;zmt
khor1269;kmz
marg1253;zmc
marg1265;mrt
marg1251;mhg
mari1429;hob
mari1438;mds
nucl1454;yva
chim1300;zoh
mari1438;mds
mari1440;mrc
mari1422;zmd
nucl1622;mrz
taga1270;tgl
bian1251;bpv
mari1426;mrb
mari1424;mfr
mari1421;zmj
mari1432;mbx
mark1256;rkm
marm1234;rmz
maro1244;mvo
thak1245;ths
nort2845;mrq
marr1256;xru
mars1254;mah
mart1255;vma
mart1256;mpj
maru1249;mhx
maru1252;mzr
marw1260;rwr
masa1299;myx
masa1299;myx
nucl1440;mls
masa1322;mcn
masa1322;mcn
awac1238;vwa
huaa1248;nmn
tsoa1238;hio
masb1238;msb
mach1266;jmc
mach1266;jmc
mach1266;jmc
mach1266;jmc
mach1266;jmc
mach1266;jmc
mash1270;cuj
shii1238;shr
mash1269;jms
mash1267;mho
saka1287;skt
ciac1237;cia
masi1266;bnf
mask1242;klv
masm1239;mes
mass1263;mvs
wich1264;mzh
mata1306;mfh
nort2939;neq
bamb1270;ptu
matb1237;xmt
mate1258;mgv
mate1260;mqe
maha1291;mjx
mati1255;mpq
sanf1262;mat
sanf1262;mat
madn1237;zml
mato1252;met
bomi1238;zmx
mato1250;mtm
ciac1237;cia
mats1244;mcf
matt1238;mvb
matu1261;mjk
matu1259;mgw
maho1249;mxx
mori1278;mfe
naka1262;nak
mawa1266;mjj
mawa1267;mcz
mapi1252;mpw
mawa1270;mcw
mawc1242;mke
mawe1251;mgk
maun1240;mph
nort2722;cng
maxa1247;mbl
mach1268;mpd
maxi1236;mxl
maxi1236;mxl
maya1280;xmy
maya1281;sym
yuca1254;yua
yuca1254;yua
mayi1234;xyt
mayi1235;xyj
mayi1236;xyk
mayo1264;mfy
mayo1261;mdm
mayo1261;mdm
mayo1261;mdm
mayo1261;mdm
mayo1261;mdm
mayo1264;mfy
atay1247;tay
cent2144;maz
cent2144;maz
maza1291;mzn
chiq1250;maq
maza1296;vmz
sout2730;bfs
saka1287;skt
made1252;msj
sauk1252;skc
sauk1252;skc
mbaa1245;mfc
mbab1239;vmb
bael1237;bvc
baeg1237;bvd
baha1258;bdw
mbal1257;mdp
subi1246;sbs
mbal1255;lnb
mbal1257;mdp
mbal1257;mdp
mbal1257;mdp
mbal1257;mdp
mbal1257;mdp
omba1241;mbm
omba1241;mbm
omba1241;mbm
omba1241;mbm
omba1241;mbm
mban1264;mxg
mban1264;mxg
mban1268;zmn
mban1268;zmn
touo1238;tqu
touo1238;tqu
mban1263;zmz
mban1263;zmz
mban1263;zmz
mban1263;zmz
bomi1238;zmx
mbar1260;mpk
mbar1260;mpk
vang1243;mpr
mbat1247;gwa
mbay1241;myb
mbaa1245;mfc
ndun1249;ndt
mbee1249;mfo
mbed1242;xmd
mber1257;mdt
mber1257;mdt
mbel1240;mql
cros1244;mfn
mber1257;mdt
band1342;bqk
mbes1238;zms
bira1254;brr
mboc1235;mbo
mbon1252;xmb
;
mboi1246;moi
saka1287;skt
saka1287;skt
mbon1253;bgu
mbos1242;mdw
mbos1242;mdw
mbos1242;mdw
mbos1242;mdw
mbos1242;mdw
bomi1238;zmx
luya1241;lyn
mboc1235;mbo
mbre1244;mka
mbuu1238;muc
mbug1242;mgz
mbuk1243;mqb
mbuk1243;mqb
mbuk1240;mhw
mbul1260;mbu
mbul1263;mna
mbul1262;mlb
mbum1254;mdd
saka1287;skt
luya1241;lyn
mbun1249;mck
kimb1241;kmb
kimb1241;kmb
mbun1248;mgy
mbur1239;bbt
mpuo1241;zmp
mbya1239;gun
east2328;mhr
east2328;mhr
west2721;gaz
mede1237;mjm
medn1235;mud
medu1238;byv
meen1242;mym
mefe1242;mfj
bamb1270;ptu
mehe1243;nux
mehi1240;mmh
mehr1241;gdq
mehr1241;gdq
mido1240;mei
tair1256;uar
izon1238;ijc
mani1292;mni
saki1248;skf
meke1243;mek
mekm1240;mvk
mekw1241;msf
mekw1241;msf
mekw1241;msf
mele1250;mxe
male1297;gut
gamo1243;gmv
melo1242;mfx
molo1266;mlw
molo1266;mlw
melo1242;mfx
melo1242;mfx
melp1238;med
ikob1240;meb
mend1261;mfd
mend1266;men
mend1266;men
mend1268;sim
guja1253;gju
meng1264;xmg
meng1267;mee
lamp1242;abl
para1301;prk
meng1263;mct
tain1252;tdd
meno1252;mez
ment1249;mwv
meny1245;mcr
meny1245;mcr
meos1237;mvx
acat1239;tpx
merr1239;mnu
mere1246;meq
meri1244;ulk
merl1237;mrm
merl1237;mrm
meru1245;mer
meru1245;mer
meru1245;mer
maja1242;mpe
mesm1239;zim
mesm1243;mys
mesm1243;mys
mesq1240;mvz
sout2940;kts
limb1266;lif
meya1236;mej
khun1255;kfm
mfin1238;zmf
mfin1238;zmf
mfum1238;nfu
miam1252;mia
mian1256;mpt
mich1243;crg
mikm1235;mic
midd1344;ltc
chul1246;clw
;
nucl1620;wgi
midg1235;dnt
bass1260;bsi
miga1241;mpp
miga1249;mmy
chim1300;zoh
tama1331;tma
saja1240;sjl
arua1260;msy
arua1260;msy
mika1239;mik
lezg1247;lez
murk1238;rmh
;qgb
mina1276;hna
lowe1412;kml
mina1268;min
bamb1270;ptu
mina1274;mcv
mina1269;mvn
mina1276;hna
buru1306;bmu
mind1253;cdo
mind1253;cdo
nort2646;pbu
ming1252;xmf
mini1251;vmg
minb1244;mnp
minn1241;nan
minn1241;nan
minn1241;nan
minn1241;nan
minn1241;nan
mint1239;mzt
mama1271;myk
bora1263;boa
mira1251;mwl
cent1973;pst
katc1249;xtc
miri1266;mep
;qsm
tata1255;tat
mish1244;mjs
misi1243;mpx
misi1242;mrg
misk1235;miq
maya1282;slz
abar1238;mij
mitu1240;zmq
coas1301;csi
lake1258;lmw
mixi1241;mfg
tlah1239;mxp
sanj1281;mjc
yoso1239;mpm
alco1235;xta
chay1249;mih
nort2985;xtn
peno1244;mil
miya1266;mkf
kyen1243;kql
miya1259;mvi
miya1266;mkf
moru1253;mgd
mlab1235;mra
mlah1239;lhs
mlap1238;kja
mmaa1238;mmu
bull1247;buy
bull1247;buy
mmen1238;bfm
mmen1238;bfm
mmen1238;bfm
mmen1238;bfm
moba1244;mfq
mobi1236;mod
shek1244;moy
shek1244;moy
moch1256;old
moch1259;omc
moch1257;mhc
moco1246;moc
moda1244;mxd
befa1241;bby
mode1248;ell
hebr1245;heb
nucl1706;mid
kwan1285;kvi
jurm1239;bex
modo1249;mqo
modo1249;mqo
moer1240;mvq
mofu1248;mif
mogh1245;mhj
yaak1241;muu
mogu1251;mou
moha1256;mov
moha1258;moh
pequ1242;xpq
nort2646;pbu
moii1235;mxn
moik1239;mkp
moha1256;mov
honi1244;how
mokk1243;mqt
moke1242;mwt
bomi1238;zmx
moke1240;mft
moki1238;mkj
muku1242;moz
mokl1243;mkm
dido1241;ddo
mokp1239;bri
moks1248;mdf
moks1248;mdf
mola1238;mbe
molb1237;pwm
molb1237;pwm
moli1248;mox
tali1259;tlr
molm1235;aun
molo1257;zmo
molo1262;msl
molo1266;mlw
moma1242;myl
moma1243;msz
nucl1452;mso
momj1237;ver
;
mese1244;mci
momu1241;mqf
momu1241;mqf
monn1252;mnw
mand1425;mqu
sala1273;mnd
mund1326;muh
mong1338;lol
mong1344;mgt
halh1238;khk
mong1342;mog
dera1245;kbv
mong1338;lol
mong1338;lol
tuuu1240;mjg
moni1261;mnz
moni1261;mnz
mono1273;mte
mono1269;mru
mono1273;mte
mono1270;mnh
mont1268;moe
kali1308;fla
mont1280;mtl
nucl1458;mxk
nucl1458;mxk
ngom1268;ngc
monz1249;moj
monz1249;moj
monn1252;mnw
monn1252;mnw
mooo1239;gwg
moss1236;mos
moss1236;mos
maor1246;mri
moos1236;crm
mopa1243;mop
mopa1243;mop
morm1235;mhz
mora1239;msg
indo1317;bdl
koch1247;thq
mora1273;mze
mora1273;mze
iten1243;ite
more1258;msx
mori1271;mdb
;
mori1269;mzq
mori1268;xmz
mori1268;xmz
moro1285;mor
moro1292;ary
moro1292;ary
moro1284;mgc
moro1281;bdo
moro1287;mqn
moro1287;mqn
iwur1240;iwo
moro1289;mok
moro1286;mrp
moro1286;mrp
magu1243;mdh
;
mort1237;mrl
moru1253;mgd
band1342;bqk
moru1253;mgd
moru1253;mgd
moru1253;mgd
moru1253;mgd
moru1253;mgd
moru1253;mgd
morb1239;moq
mose1249;cas
mons1234;nmh
mosi1248;mqv
vure1239;msn
vure1239;msn
mosi1247;mwy
mosk1236;mtj
mota1237;mtt
motl1237;mlv
motu1246;meu
siwa1245;siw
hiri1237;hmo
murk1238;rmh
mouk1239;mwh
mouk1239;mwh
dibo1245;bvx
moun1252;kpx
moun1252;kpx
moun1252;kpx
movi1243;mzp
miyo1238;soy
leni1238;lnj
saka1287;skt
mpii1239;mpz
mpie1238;mcx
mpuo1241;zmp
xhos1239;xho
xhos1239;xho
myen1241;mye
mpot1240;mpa
mpot1241;mvt
mpot1240;mpa
mpuo1241;zmp
mpuo1241;zmp
mpuo1241;zmp
mpur1239;akc
yans1239;yns
yans1239;yns
yans1239;yns
yans1239;yns
yans1239;yns
mpie1238;mcx
mpie1238;mcx
mruu1242;mro
mser1242;kqx
mual1241;mtd
muba1238;tsx
muba1238;tsx
mubi1246;mub
mufi1238;aoj
barg1252;mlp
mugo1238;muk
muin1242;bmr
muin1242;bmr
darg1241;dar
cent2101;mel
mula1254;mfw
mula1253;mlm
;
mull1237;mpb
sima1258;sie
sima1258;sie
nucl1240;mzm
muna1247;mnb
mund1328;boe
mund1325;mua
mund1325;mua
mund1327;mnf
mund1320;unr
mund1320;unr
mund1334;mmf
mund1326;muh
mund1330;myu
mund1326;muh
mung1266;mhk
mung1266;mhk
mung1266;mhk
mung1266;mhk
mung1266;mhk
mung1266;mhk
ming1254;mko
mung1269;mth
mung1272;mpv
ncan1245;ncr
muon1246;mtq
muni1258;myr
muni1257;mtc
juwa1238;mwb
munj1244;mnj
musg1254;mug
mwag1236;sur
mura1271;asx
muri1260;mtf
muri1260;mtf
muri1260;mtf
murl1244;mur
murr1258;mwf
murr1258;mwf
murs1242;muz
murs1242;muz
buru1296;bsk
tair1256;uar
sian1254;sya
muru1273;mqw
muru1266;zmu
musa1266;mmq
siaw1243;mmp
musa1265;mmi
muse1242;mse
musg1254;mug
musg1254;mug
musg1254;mug
musg1254;mug
musg1254;mug
cakf1236;cky
musk1256;mje
musk1256;mje
muso1238;msu
muso1238;msu
halk1245;hur
muss1246;emi
muth1236;muv
sout2986;css
mutu1242;tuc
sout3051;giz
muya1243;muy
muya1243;muy
muyu1244;myw
mvub1239;mxh
mwag1236;sur
mwan1250;moa
nyam1275;mwn
mwan1247;wmw
mwan1247;wmw
mwan1250;moa
sima1258;sie
mwer1248;mwe
mwer1248;mwe
mwer1248;mwe
mwim1241;mws
swah1253;swh
swah1253;swh
myen1241;mye
myen1241;mye
naba1256;naf
naba1253;mne
nabi1239;mty
;
nach1240;ncd
nade1244;mbj
nafa1258;nfr
nafa1258;nfr
nafr1241;nxx
nafu1238;jbn
cent2087;bcl
shin1264;scl
yale1246;nce
yale1246;nce
aona1235;njo
chan1313;nbc
chok1243;nri
khoi1251;nkb
kony1248;nbe
lian1251;njn
loth1237;njh
maon1238;nbi
mara1379;nma
mari1416;nng
mzie1235;nme
noct1238;njb
phom1236;nph
poch1243;npo
nort2725;nnl
sang1321;nsa
sout2732;nre
sumi1235;nsm
tang1336;nmf
tara1313;tro
than1255;nki
wanc1238;nnp
yimc1240;yim
zeme1240;nzm
nagu1244;ngv
cent2126;ryu
niha1238;nll
naha1261;nlx
naha1262;nhh
guer1241;ngu
;
;
tlam1239;nuz
guer1241;ngu
;
;
east2538;nhe
;
cent2134;nch
;
coat1240;naz
;
;
coat1240;naz
coat1240;naz
west2624;nhw
;
zaca1241;nhi
;
;
tlam1239;nuz
nort2957;ncj
cent2133;ncx
;
;
guer1241;ngu
;
;
;
;
;
;
isth1242;nhx
;
isth1241;nhp
mich1245;ncl
;
huax1236;nhq
;
;
;
west2778;azn
guer1241;ngu
nort2958;nhy
;
;
sout2973;npl
cent2132;nhn
sier1248;nsu
;
cent2132;nhn
high1278;azz
high1278;azz
more1259;nhm
;
;
;
;
;
nort2957;ncj
;
;
;
guer1241;ngu
naii1241;bio
naii1241;bio
naii1241;bio
najd1235;ars
naka1265;nkj
naka1264;nib
naka1262;nak
naka1262;nak
naka1260;nck
nake1240;nbk
naki1238;mff
nakw1240;nax
nalc1240;nlc
nali1244;nal
nalu1240;naj
nalu1240;naj
nalu1240;naj
nalu1240;naj
nama1264;naq
nama1268;nmk
nama1268;nmk
nama1268;nmk
nama1268;nmk
nama1264;naq
nalo1235;nlz
sout2994;nab
namb1293;ncm
nami1256;nnm
namo1246;mxw
fasu1242;faa
nana1257;gld
nana1257;gld
nana1257;gld
cent1990;ncb
nanc1253;nnc
nand1264;nnb
nand1264;nnb
nand1264;nnb
nand1266;niq
nand1266;niq
nane1238;sen
nang1261;nzz
nang1261;nzz
nang1262;ngr
xish1235;ywt
nank1250;nnk
nant1250;cox
nant1249;nnt
nanu1240;afk
tuva1244;tvl
puyu1239;pyu
nayi1243;noz
nara1262;nrb
nara1264;nac
nara1263;nrg
nara1263;nrg
nara1265;nxu
nari1240;loh
naro1249;nhr
naro1251;nrm
naro1249;nhr
naru1238;nnr
nasa1239;nsy
mace1250;mkd
naas1242;nas
nask1242;nsk
nata1252;ntz
nata1254;ais
natc1249;ncz
nate1242;ntm
;
nati1243;nti
nati1243;nti
nati1243;nti
nati1243;nti
naue1237;nxa
naun1237;ncn
naur1243;nau
nava1243;nav
nava1243;nav
;
navu1237;nsw
navu1237;nsw
doma1258;rmt
nawd1238;nmz
nawu1242;naw
naxi1245;nxq
naxi1245;nxq
nayi1243;noz
nayi1242;nyq
nana1257;gld
buru1296;bsk
sara1321;kwv
naaa1245;nbt
redg1235;gir
ncan1245;ncr
mada1282;mda
nchu1238;nlu
chum1261;ncu
mada1282;mda
ndal1241;ndh
ndal1241;ndh
ndam1251;ndm
ndam1239;ndj
ndam1239;ndj
ndan1241;nnz
ndas1238;nda
ndas1238;nda
nden1250;ndd
sout3270;nbl
nort2795;nde
ndem1249;nml
nden1249;dne
nden1248;ndg
nden1248;ndg
mada1282;mda
nden1250;ndd
nden1250;ndd
nden1250;ndd
nden1250;ndd
nden1250;ndd
ndak1242;ncp
ndak1242;ncp
ndin1245;eli
ghar1239;gri
njeb1242;nzb
ndog1248;ndz
luto1241;ndy
kara1478;kzr
ndoo1241;ndr
ndol1238;ndl
ndom1245;nqm
ndon1254;ndo
ndon1254;ndo
ndob1238;ndw
mber1257;mdt
bilu1245;blb
ndoo1242;ndp
ndug1245;ndx
ndug1245;ndx
ndug1245;ndx
ndug1245;ndx
saka1287;skt
ndum1239;nmd
ndum1239;nmd
ndum1239;nmd
ahwa1235;nfd
ndun1249;ndt
ndut1239;ndv
ndut1239;ndv
ndut1239;ndv
ndum1239;nmd
saka1287;skt
ndyu1241;njt
nalo1235;nlz
neap1235;nap
natu1246;ntu
natu1246;ntu
nede1245;nec
nede1245;nec
nege1244;dcr
negi1245;neg
negi1245;neg
neha1247;nsn
nekk1240;nif
nekg1240;nkg
neko1240;nej
nekk1240;nif
nekk1240;nif
kuma1276;nee
sout2774;ijs
neme1244;nex
nemi1240;nem
nene1249;yrk
mato1252;met
neng1238;nen
lish1245;aij
nucl1706;mid
nepa1254;npi
;
neyo1238;ney
nezp1238;nez
nort2952;nmu
ngaa1240;ntj
ngab1239;gym
ngad1261;nxg
ngad1258;nju
west2538;txn
ngai1241;nnf
ngai1241;nnf
ngaj1237;nij
ngaj1237;nij
ngaj1237;nij
ngal1300;nud
ngal1293;nig
ngar1287;nrl
ngal1298;szb
ngal1298;szb
ngam1267;nbv
ngam1268;sba
ngam1265;nmv
ngam1282;nbh
ngan1291;nio
ngan1291;nio
ngan1295;nid
ngan1299;gng
nyem1238;nba
nang1259;nam
ngan1296;nyx
band1345;bfl
ngar1297;xni
ngar1235;nbj
ngar1284;ung
ngar1296;nrk
ngaw1240;nxn
ngba1285;nga
ngba1285;nga
ngba1284;nbm
gili1241;gix
kpal1241;kpl
ngba1284;nbm
ngba1287;ngg
ngba1287;ngg
;
sout2784;nbw
ngbi1238;nbd
sout2787;lnl
sout2787;lnl
ngbu1241;nuu
ngeq1245;ngt
ngel1238;agh
ngel1238;agh
ngel1238;agh
ngem1255;nge
nang1259;nam
ghar1239;gri
gela1263;nlg
ngge1241;nbq
ghar1239;gri
nggw1242;ngx
kwer1261;cwe
kwer1261;cwe
kwer1261;cwe
ngie1241;nnh
ngil1242;jle
ngin1244;nnq
ghar1239;gri
ngit1239;niy
ngiz1242;ngi
ngiz1242;ngi
ngiz1242;ngi
west2600;mqs
east2440;mky
east2440;mky
ngom1272;jgo
ngom1271;nla
ngom1268;ngc
ngom1265;nmj
ngom1268;ngc
ngom1268;ngc
gund1247;gdi
ngom1268;ngc
ngom1270;nra
ngun1270;ndn
ngon1267;noq
ngon1267;noq
ngon1267;noq
ngon1269;ngo
zulu1248;zul
ngon1269;ngo
nyan1308;nya
ngos1238;nsh
nzak1246;nzy
krio1252;rop
ngul1247;nlo
ngul1246;ngp
ngul1236;nuw
ngul1246;ngp
ngul1247;nlo
ngul1247;nlo
ngum1255;nui
taab1238;tap
ngun1277;xul
ngun1266;nue
ngun1272;ngz
ngur1263;ngq
ngwe1238;nwe
ngul1247;nlo
ngwo1241;ngn
bari1284;bfa
nuuu1241;ngh
nyah1249;nev
nyah1249;nev
nhan1238;nha
nhen1239;yrl
nimb1256;nmr
nias1242;nia
nias1242;nia
nica1252;bzk
koya1253;kga
chad1249;shu
bena1260;yun
nige1257;pcm
niha1238;nll
niha1238;nll
nila1244;nil
nila1242;nim
nila1242;nim
gwan1268;gwn
nucl1633;nir
nimi1240;nis
nimo1247;niw
nimo1246;nmw
nakw1240;nax
nina1238;shb
;
nort2916;kti
ning1275;nby
ning1274;nxr
ning1273;niz
yong1275;zyn
nort2646;pbu
ning1271;nns
russ1263;rus
ning1271;nns
fare1241;gur
kani1277;kdp
dama1272;uhn
nise1244;nsz
nisg1240;ncg
miya1259;mvi
nyis1236;njz
nyis1236;njz
tagi1241;tgj
niua1240;num
niue1239;niu
whit1267;giw
niva1238;cag
gily1242;niv
suga1248;sgi
nzak1246;nzy
njeb1242;nzb
njen1238;njj
njer1242;njr
mada1282;mda
bita1251;brt
njye1238;njy
njye1238;njy
kamw1239;hig
nkon1248;nko
nyak1260;nyy
nkhu1238;khu
nkem1242;isi
nkem1242;isi
mber1257;mdt
mber1257;mdt
nkon1247;nkc
chig1238;cgg
nkor1239;nkx
nkoy1244;nka
nkoy1244;nka
nkuk1238;nbo
nkuk1238;nbo
nkem1242;isi
nkem1242;isi
mboc1235;mbo
mboc1235;mbo
nnam1238;nbp
nnam1238;nbp
akoo1248;bss
nobi1240;fia
noca1240;nom
noct1238;njb
noga1249;nog
noku1237;nkk
noma1260;lem
noma1260;lem
noma1263;not
nomu1240;noh
noon1242;snf
ladi1250;lld
ladi1250;lld
ladi1250;lld
noon1243;nhu
nonu1241;noj
nook1247;nok
noon1242;snf
noon1242;snf
noon1242;snf
nuuc1236;nuk
mbug1240;mhd
akhv1239;akv
nort2935;ryn
guja1253;gju
baim1244;bqh
nort2819;bbo
kaqc1270;cak
kaqc1270;cak
nort2883;cts
nort2780;dgi
nort1552;crl
nort2972;emp
west2458;bbp
nort2775;gya
nort2775;gya
nort3047;gis
nort2702;gno
kani1279;kzo
khan1273;kca
kwam1249;kmq
nort2641;kmr
nort2627;nds
mamm1241;mam
mans1258;mns
bamb1262;myf
ndas1238;nda
nort2795;nde
nort2774;ngb
nort2784;nuv
nort2954;pao
nort2954;pao
nort2984;pmq
nort2984;pmq
nort2646;pbu
nort2646;pbu
nort2994;rog
romb1244;rof
nort2671;sme
selk1253;sel
shan1277;shn
nort2968;nsq
masb1237;bks
pedi1238;nso
taba1259;tab
teke1275;teg
teke1275;teg
teke1275;teg
teke1275;teg
nort2959;ntp
nort2732;tji
nort2745;ykg
nort2699;kfb
nort2945;esk
nort2686;atv
nort2839;mmg
nort2839;mmg
nort2860;bcd
nucl1630;bbb
;esg
nort2836;llp
nort2836;llp
nort2836;llp
nort2836;llp
nort2836;llp
nort2770;fll
nort2626;frr
toto1305;mto
kare1335;krl
malo1243;mla
nort2845;mrq
nort3142;ayp
nort3046;mfk
balt1257;rml
nort2671;sme
nort2847;tnn
nort2787;tsp
nort2787;tsp
tuge1241;tuy
norw1258;nor
norw1258;nor
norw1258;nor
norw1258;nor
trav1236;rmg
notr1240;bly
nott1246;ntw
;
woje1238;jod
noyy1238;noy
yans1239;yns
nsar1238;asj
saka1287;skt
saka1287;skt
saka1287;skt
saka1287;skt
nden1250;ndd
nden1250;ndd
saka1287;skt
nsen1242;nse
song1299;soo
nson1238;nsx
